"h2","var.z","p0","t","nbar","nvar","nn"
1,0.1,0.25,70,8921.0799086758,21286138.2201446,438
1,0.1,0.25,71,9470.83333333333,22100162.6060259,438
1,0.1,0.25,72,10019.303652968,22696488.7794374,438
1,0.1,0.25,73,10556.5319634703,23061377.0870767,438
1,0.1,0.25,74,11088.6415525114,23248351.8597797,438
1,0.1,0.25,75,11613.0799086758,23227000.5679707,438
1,0.1,0.25,76,12129.5662100457,22985319.1340501,438
1,0.1,0.25,77,12639.1552511416,22621001.8293888,438
1,0.1,0.25,78,13131.0091324201,22059066.7321819,438
1,0.1,0.25,79,13597.1438356164,21288786.4163349,438
1,0.1,0.25,80,14056.3744292237,20452178.5780174,438
1,0.1,0.25,81,14493.9178082192,19477884.6339613,438
1,0.1,0.25,82,14915.5342465753,18423631.169305,438
1,0.1,0.25,83,15310.1347031963,17255816.9040103,438
1,0.1,0.25,84,15690.2511415525,16100643.1358683,438
1,0.1,0.25,85,16039.9452054795,14920046.7887527,438
1,0.1,0.25,86,16365.3926940639,13739802.2573378,438
1,0.1,0.25,87,16682.4474885845,12561570.7832774,438
1,0.1,0.25,88,16984.0182648402,11441824.2147686,438
1,0.1,0.25,89,17256.7397260274,10309682.6277546,438
1,0.1,0.25,90,17515.5342465753,9231916.78486568,438
1,0.1,0.25,91,17761.700913242,8242685.45038818,438
1,0.1,0.25,92,17969.6438356164,7288138.08338297,438
1,0.1,0.25,93,18158.796803653,6379713.26982958,438
1,0.1,0.25,94,18339.600456621,5582241.89720803,438
1,0.1,0.25,95,18511.2579908676,4823869.54656071,438
1,0.1,0.25,96,18670.203196347,4149997.64511562,438
1,0.1,0.25,97,18813.3538812785,3540277.0941611,438
1,0.1,0.25,98,18946.9566210046,3025613.43747322,438
1,0.1,0.25,99,19070.0136986301,2570317.51468606,438
1,0.1,0.25,100,19178.6917808219,2171588.92766684,438
1,0.1,0.75,0,20000,0,999
1,0.1,0.75,1,3246.66666666667,21641.0681362725,999
1,0.1,0.75,2,1244.27627627628,11116.226200148,999
1,0.1,0.75,3,655.353353353353,8012.86399425478,999
1,0.1,0.75,4,435.778778778779,7562.75161333678,999
1,0.1,0.75,5,351.059059059059,8674.11775101755,999
1,0.1,0.75,6,327.247247247247,12195.3586472244,999
1,0.1,0.75,7,345.971971971972,19494.067349915,999
1,0.1,0.75,8,405.063063063063,36827.9168607485,999
1,0.1,0.75,9,511.633633633634,75254.1361822745,999
1,0.1,0.75,10,690.952952952953,167746.822433656,999
1,0.1,0.75,11,979.697697697698,389693.924553812,999
1,0.1,0.75,12,1437.98398398398,920871.907558861,999
1,0.1,0.75,13,2140.40940940941,2095105.17590336,999
1,0.1,0.75,14,3171.02102102102,4354311.46548954,999
1,0.1,0.75,15,4615.65165165165,8097055.89656791,999
1,0.1,0.75,16,6480.32932932933,12872800.6299105,999
1,0.1,0.75,17,8643.63063063063,17056515.5558143,999
1,0.1,0.75,18,10908.4644644645,18763637.1026939,999
1,0.1,0.75,19,13046.4434434434,17562443.323201,999
1,0.1,0.75,20,14864.6196196196,14121912.6928411,999
1,0.1,0.75,21,16294.6026026026,10217433.7807948,999
1,0.1,0.75,22,17319.6346346346,6899834.32429022,999
1,0.1,0.75,23,18043.7727727728,4428534.56655252,999
1,0.1,0.75,24,18556.2662662663,2751410.95909136,999
1,0.1,0.75,25,18888.993993994,1621063.56709816,999
1,0.1,0.75,26,19133.3343343343,972933.703739812,999
1,0.1,0.75,27,19297.5405405405,569268.10632075,999
1,0.1,0.75,28,19463.8038038038,346225.045636819,999
1,0.1,0.75,29,19557.8238238238,232512.32764829,999
1,0.1,0.75,30,19660.046046046,192744.454791465,999
1,0.1,0.75,31,19726.998998999,179318.221441883,999
1,0.1,0.75,32,19769.7787787788,162794.765641393,999
1,0.1,0.75,33,19809.8058058058,149673.44521676,999
1,0.1,0.75,34,19834.2672672673,151486.839318276,999
1,0.1,0.75,35,19842.1601601602,158353.64165769,999
1,0.1,0.75,36,19866.8508508508,154931.605988754,999
1,0.1,0.75,37,19898.7847847848,163978.704137003,999
1,0.1,0.75,38,19919.0640640641,149596.753406713,999
1,0.1,0.75,39,19937.4544544545,164961.250178034,999
1,0.1,0.75,40,19942.7097097097,164294.755326469,999
1,0.1,0.75,41,19952.7297297297,159704.896820668,999
1,0.1,0.75,42,19947.967967968,148696.14125749,999
1,0.1,0.75,43,19959.2542542543,151534.123666753,999
1,0.1,0.75,44,19976.1621621622,139910.308346423,999
1,0.1,0.75,45,19988.8288288288,150617.612955641,999
1,0.1,0.75,46,19989.4754754755,145025.351852855,999
1,0.1,0.75,47,19982.9379379379,142990.489130413,999
1,0.1,0.75,48,20007.2892892893,165558.107610617,999
1,0.1,0.75,49,20003.7487487487,150583.607150236,999
1,0.1,0.75,50,19995.5805805806,158570.1776185,999
1,0.1,0.75,51,19987.6046046046,142283.740299418,999
1,0.1,0.75,52,19994.3443443443,148070.075696939,999
1,0.1,0.75,53,20000.5565565566,145313.202960475,999
1,0.1,0.75,54,19993.6716716717,147752.074457223,999
1,0.1,0.75,55,20003.1451451451,156279.859673301,999
1,0.1,0.75,56,20000.8728728729,148150.880616087,999
1,0.1,0.75,57,19989.3453453453,151080.791438733,999
1,0.1,0.75,58,19993.9149149149,139776.671109988,999
1,0.1,0.75,59,19981.3633633634,149426.654407915,999
1,0.1,0.75,60,19977.8018018018,146530.55987651,999
1,0.1,0.75,61,19977.004004004,154862.655294573,999
1,0.1,0.75,62,19983.4604604605,150855.306801792,999
1,0.1,0.75,63,19996.2162162162,153816.977251801,999
1,0.1,0.75,64,20001.7537537538,154463.899221867,999
1,0.1,0.75,65,19996.7417417417,155639.646662695,999
1,0.1,0.75,66,20003.5625625626,152146.174188216,999
1,0.1,0.75,67,19995.3843843844,144352.096589576,999
1,0.1,0.75,68,19987.2272272272,145613.538496412,999
1,0.1,0.75,69,19986.1641641642,166206.566209496,999
1,0.1,0.75,70,19998.8048048048,151875.95484663,999
1,0.1,0.75,71,20015.6446446446,147901.267383616,999
1,0.1,0.75,72,19989.038038038,147980.671898351,999
1,0.1,0.75,73,19996.6656656657,146674.343018369,999
1,0.1,0.75,74,20009.045045045,155977.566105183,999
1,0.1,0.75,75,19991.4474474474,155479.89678456,999
1,0.1,0.75,76,19990.7857857858,144344.254667493,999
1,0.1,0.75,77,19995.2622622623,145355.265818925,999
1,0.1,0.75,78,19982.987987988,151927.703262381,999
1,0.1,0.75,79,19985.5685685686,132043.977007067,999
1,0.1,0.75,80,19997.5405405405,149133.154416942,999
1,0.1,0.75,81,19997.8928928929,145101.841221984,999
1,0.1,0.75,82,20001.3533533534,141347.964194656,999
1,0.1,0.75,83,19999.7177177177,151634.377150698,999
1,0.1,0.75,84,20020.6806806807,146844.01717148,999
1,0.1,0.75,85,20005.7057057057,149784.566610699,999
1,0.1,0.75,86,19989.7687687688,142500.82323205,999
1,0.1,0.75,87,20007.2822822823,141592.791980357,999
1,0.1,0.75,88,20012.7667667668,162751.836329315,999
1,0.1,0.75,89,19997.2672672673,146292.177995631,999
1,0.1,0.75,90,19996.8788788789,147416.557459263,999
1,0.1,0.75,91,19996.0510510511,141985.21282204,999
1,0.1,0.75,92,20002.8628628629,141868.601415042,999
1,0.1,0.75,93,19997.3913913914,138427.07812221,999
1,0.1,0.75,94,19984.4384384384,159446.024011988,999
1,0.1,0.75,95,19977.6826826827,150611.763938287,999
1,0.1,0.75,96,19997.5525525526,138352.257506003,999
1,0.1,0.75,97,20012.1311311311,152188.851524872,999
1,0.1,0.75,98,19997.1271271271,142926.547950756,999
1,0.1,0.75,99,19995.01001001,152051.260420741,999
1,0.1,0.75,100,19975.6246246246,156913.982198632,999
1,0.1,0.964285714285714,0,20000,0,967
1,0.1,0.964285714285714,1,3238.57394002068,182157.424910237,967
1,0.1,0.964285714285714,2,1652.34332988625,128627.873720991,967
1,0.1,0.964285714285714,3,1179.37435367115,125412.155780508,967
1,0.1,0.964285714285714,4,1061.1044467425,187016.118479171,967
1,0.1,0.964285714285714,5,1164.1354705274,339551.05926849,967
1,0.1,0.964285714285714,6,1443.25025853154,763003.999417635,967
1,0.1,0.964285714285714,7,1972.81799379524,1801004.91093883,967
1,0.1,0.964285714285714,8,2871.43950361944,4221105.08510451,967
1,0.1,0.964285714285714,9,4220.62874870734,8971956.20053912,967
1,0.1,0.964285714285714,10,6043.38159255429,15608757.0167623,967
1,0.1,0.964285714285714,11,8149.4943123061,21185223.2295225,967
1,0.1,0.964285714285714,12,10252.0620475698,24120624.0975954,967
1,0.1,0.964285714285714,13,12136.6866597725,23413559.2298736,967
1,0.1,0.964285714285714,14,13666.6370217166,20257542.2376756,967
1,0.1,0.964285714285714,15,14934.7662874871,16781245.1357981,967
1,0.1,0.964285714285714,16,15895.639089969,13031193.2805822,967
1,0.1,0.964285714285714,17,16695.6339193382,10229632.1018711,967
1,0.1,0.964285714285714,18,17319.9379524302,7571244.86985212,967
1,0.1,0.964285714285714,19,17722.6670113754,5980582.95318599,967
1,0.1,0.964285714285714,20,18093.6235780765,4800426.60350147,967
1,0.1,0.964285714285714,21,18412.1830403309,3992500.73561269,967
1,0.1,0.964285714285714,22,18648.3092037229,3338378.15170609,967
1,0.1,0.964285714285714,23,18909,3032305.86335404,967
1,0.1,0.964285714285714,24,19045.0930713547,2512338.63936188,967
1,0.1,0.964285714285714,25,19205.3877973113,2322949.05339131,967
1,0.1,0.964285714285714,26,19353.3143743537,2086238.72094223,967
1,0.1,0.964285714285714,27,19461.0475698035,1927805.35384243,967
1,0.1,0.964285714285714,28,19576.9979317477,1716822.85092739,967
1,0.1,0.964285714285714,29,19575.8190279214,1536632.39268104,967
1,0.1,0.964285714285714,30,19648.6980351603,1395861.8300479,967
1,0.1,0.964285714285714,31,19688.1406411582,1320297.47295321,967
1,0.1,0.964285714285714,32,19761.0486039297,1217330.48107207,967
1,0.1,0.964285714285714,33,19881.7797311272,1200338.18020987,967
1,0.1,0.964285714285714,34,19748.2802481903,1116319.29301526,967
1,0.1,0.964285714285714,35,19881.4539813857,1160306.0266068,967
1,0.1,0.964285714285714,36,19926.5346432265,1097041.1558897,967
1,0.1,0.964285714285714,37,19879.7352637022,1168502.68967651,967
1,0.1,0.964285714285714,38,19854.5646328852,1204104.08872717,967
1,0.1,0.964285714285714,39,19968.7983453981,1124959.45308215,967
1,0.1,0.964285714285714,40,19958.1747673216,1050101.56673325,967
1,0.1,0.964285714285714,41,19953.8645294726,995585.09032439,967
1,0.1,0.964285714285714,42,19959.5501551189,1093114.54173652,967
1,0.1,0.964285714285714,43,20003.7590486039,1117189.62200655,967
1,0.1,0.964285714285714,44,19924.4498448811,1096908.02206778,967
1,0.1,0.964285714285714,45,19977.9958634953,1051358.46375099,967
1,0.1,0.964285714285714,46,19959.8914167528,1045051.23353909,967
1,0.1,0.964285714285714,47,19903.6970010341,1073187.9981587,967
1,0.1,0.964285714285714,48,19975.7290589452,1028739.87061433,967
1,0.1,0.964285714285714,49,20017.5956566701,1109422.33012604,967
1,0.1,0.964285714285714,50,19929.9410548087,1078507.9540788,967
1,0.1,0.964285714285714,51,19925.6287487073,1060922.67672959,967
1,0.1,0.964285714285714,52,19972.531540848,1098415.22855901,967
1,0.1,0.964285714285714,53,19943.1799379524,1069315.87235072,967
1,0.1,0.964285714285714,54,20026.9069286453,1088964.17352337,967
1,0.1,0.964285714285714,55,19947.7166494312,1046904.95275564,967
1,0.1,0.964285714285714,56,19947.2264736298,1073477.52940194,967
1,0.1,0.964285714285714,57,19950.0423991727,1029543.15037436,967
1,0.1,0.964285714285714,58,19946.9410548087,1195268.07830241,967
1,0.1,0.964285714285714,59,20004.6763185109,1155851.23156076,967
1,0.1,0.964285714285714,60,19958.3433298862,1157262.57144356,967
1,0.1,0.964285714285714,61,19965.7797311272,1095702.21954734,967
1,0.1,0.964285714285714,62,19975.8665977249,1050978.96665746,967
1,0.1,0.964285714285714,63,20002.3123061013,1095331.03486911,967
1,0.1,0.964285714285714,64,20005.6597724922,1152014.07977759,967
1,0.1,0.964285714285714,65,19975.107549121,1128756.60746883,967
1,0.1,0.964285714285714,66,20004.9276111686,1087608.42332586,967
1,0.1,0.964285714285714,67,19981.6318510858,1069818.12726603,967
1,0.1,0.964285714285714,68,19966.8965873837,1240333.49861153,967
1,0.1,0.964285714285714,69,20015.2450879007,1042335.37775794,967
1,0.1,0.964285714285714,70,19944.1530506722,1116910.75294876,967
1,0.1,0.964285714285714,71,19935.784901758,1047271.67418175,967
1,0.1,0.964285714285714,72,20026.9007238883,1037094.63609678,967
1,0.1,0.964285714285714,73,19956.3464322647,1127110.019612,967
1,0.1,0.964285714285714,74,19958.1447776629,1101599.93760986,967
1,0.1,0.964285714285714,75,19928.6742502585,1253004.78922239,967
1,0.1,0.964285714285714,76,20001.5305067218,1024029.97603525,967
1,0.1,0.964285714285714,77,19940.4932781799,1067110.6166732,967
1,0.1,0.964285714285714,78,19995.6432264736,1088460.84877136,967
1,0.1,0.964285714285714,79,19926.6122026887,1139091.66415736,967
1,0.1,0.964285714285714,80,19999.259565667,1087546.51330126,967
1,0.1,0.964285714285714,81,19921.9576008273,1111745.95989817,967
1,0.1,0.964285714285714,82,19980.3598759049,1203928.02149398,967
1,0.1,0.964285714285714,83,19900.9834539814,1093126.47177564,967
1,0.1,0.964285714285714,84,19970.3691830403,1171964.75279674,967
1,0.1,0.964285714285714,85,20000.7135470527,1051678.75326349,967
1,0.1,0.964285714285714,86,19983.3743536711,1103778.74791301,967
1,0.1,0.964285714285714,87,19968.4105480869,1043194.54866709,967
1,0.1,0.964285714285714,88,19977.6132368149,1015679.3471538,967
1,0.1,0.964285714285714,89,19970.8128231644,1073569.60157453,967
1,0.1,0.964285714285714,90,19954.2306101344,1177477.99127737,967
1,0.1,0.964285714285714,91,19978.170630817,1182861.17892952,967
1,0.1,0.964285714285714,92,19963.7755946225,985092.490997964,967
1,0.1,0.964285714285714,93,19902.4798345398,1070330.41134242,967
1,0.1,0.964285714285714,94,19947.9389865564,1157570.49420311,967
1,0.1,0.964285714285714,95,20018.803516029,1128823.31539135,967
1,0.1,0.964285714285714,96,19964.1902792141,1037016.93063005,967
1,0.1,0.964285714285714,97,20024.8583247156,1186618.79667752,967
1,0.1,0.964285714285714,98,19953.2812823164,1006695.48601575,967
1,0.1,0.964285714285714,99,20002.9079627715,1151695.24721396,967
1,0.1,0.964285714285714,100,19976.6473629783,934601.549431445,967
1,0.2,0.25,0,20000,0,1000
1,0.2,0.25,1,3779.69,5667.11901901902,1000
1,0.2,0.25,2,1306.899,2585.46426326326,1000
1,0.2,0.25,3,673.819,1579.57781681682,1000
1,0.2,0.25,4,455.76,1342.82922922923,1000
1,0.2,0.25,5,364.808,1334.94007607608,1000
1,0.2,0.25,6,324.461,1447.50598498498,1000
1,0.2,0.25,7,308.561,1776.60488388388,1000
1,0.2,0.25,8,306.769,2156.52015915916,1000
1,0.2,0.25,9,314.019,2604.8615005005,1000
1,0.2,0.25,10,327.415,3235.31609109109,1000
1,0.2,0.25,11,346.722,4040.39310910911,1000
1,0.2,0.25,12,370.077,4990.91598698699,1000
1,0.2,0.25,13,398.248,6124.07056656657,1000
1,0.2,0.25,14,429.322,7679.60191791792,1000
1,0.2,0.25,15,464.6,9492.5945945946,1000
1,0.2,0.25,16,504.091,11642.4832022022,1000
1,0.2,0.25,17,548.101,14426.3731721722,1000
1,0.2,0.25,18,597.115,17972.3721471471,1000
1,0.2,0.25,19,651.243,21951.9378888889,1000
1,0.2,0.25,20,709.955,26698.0950700701,1000
1,0.2,0.25,21,773.047,32287.7044954955,1000
1,0.2,0.25,22,843.132,38622.0706466466,1000
1,0.2,0.25,23,918.642,46624.6765125125,1000
1,0.2,0.25,24,1000.967,55664.120031031,1000
1,0.2,0.25,25,1091.308,67193.0221581582,1000
1,0.2,0.25,26,1189.396,79558.77595996,1000
1,0.2,0.25,27,1293.373,94109.3332042042,1000
1,0.2,0.25,28,1408.071,111737.835794795,1000
1,0.2,0.25,29,1533.758,133099.773209209,1000
1,0.2,0.25,30,1667.895,155929.871846847,1000
1,0.2,0.25,31,1811.221,182767.827986987,1000
1,0.2,0.25,32,1965.638,212832.687643644,1000
1,0.2,0.25,33,2132.17,249505.294394394,1000
1,0.2,0.25,34,2312.177,289275.162833834,1000
1,0.2,0.25,35,2503.684,332379.017161161,1000
1,0.2,0.25,36,2710.094,380510.914078078,1000
1,0.2,0.25,37,2928.79,437591.549449449,1000
1,0.2,0.25,38,3163.928,500418.695511512,1000
1,0.2,0.25,39,3415.292,571398.164900901,1000
1,0.2,0.25,40,3683.847,651277.817408408,1000
1,0.2,0.25,41,3966.228,732666.438454454,1000
1,0.2,0.25,42,4264.649,819969.907706707,1000
1,0.2,0.25,43,4578.101,918932.793592593,1000
1,0.2,0.25,44,4908.322,1018431.07539139,1000
1,0.2,0.25,45,5251.047,1114920.70149249,1000
1,0.2,0.25,46,5612.936,1218736.34224625,1000
1,0.2,0.25,47,5989.498,1322068.55855455,1000
1,0.2,0.25,48,6380.15,1430039.16866867,1000
1,0.2,0.25,49,6784.439,1538345.37165065,1000
1,0.2,0.25,50,7199.666,1634528.24669069,1000
1,0.2,0.25,51,7625.347,1728057.74433534,1000
1,0.2,0.25,52,8062.786,1817330.76296697,1000
1,0.2,0.25,53,8511.653,1901601.82441542,1000
1,0.2,0.25,54,8959.282,1967438.20067668,1000
1,0.2,0.25,55,9415.637,2023664.65989089,1000
1,0.2,0.25,56,9874.014,2069493.77758158,1000
1,0.2,0.25,57,10334.91,2086219.45335335,1000
1,0.2,0.25,58,10793.098,2092112.77917518,1000
1,0.2,0.25,59,11246.708,2085992.24498098,1000
1,0.2,0.25,60,11698.525,2066967.4227978,1000
1,0.2,0.25,61,12143.867,2012797.37268368,1000
1,0.2,0.25,62,12582.023,1954201.99046146,1000
1,0.2,0.25,63,13007.95,1882142.94644645,1000
1,0.2,0.25,64,13424.587,1792821.06349449,1000
1,0.2,0.25,65,13826.137,1710048.22845946,1000
1,0.2,0.25,66,14216.79,1624735.43733734,1000
1,0.2,0.25,67,14593.178,1529669.15346947,1000
1,0.2,0.25,68,14949.96,1426701.95635636,1000
1,0.2,0.25,69,15293.961,1332736.70418318,1000
1,0.2,0.25,70,15615.199,1226416.61201101,1000
1,0.2,0.25,71,15921.691,1122280.19171071,1000
1,0.2,0.25,72,16215.252,1016792.22271872,1000
1,0.2,0.25,73,16496.588,922220.863119119,1000
1,0.2,0.25,74,16759.312,830584.519175175,1000
1,0.2,0.25,75,17006.273,746854.202673674,1000
1,0.2,0.25,76,17236.852,656616.088184184,1000
1,0.2,0.25,77,17453.35,600663.897397397,1000
1,0.2,0.25,78,17661.873,536735.432303303,1000
1,0.2,0.25,79,17856.265,475527.528303303,1000
1,0.2,0.25,80,18035.145,427999.895870871,1000
1,0.2,0.25,81,18202.891,391097.734853854,1000
1,0.2,0.25,82,18356.387,351866.559790791,1000
1,0.2,0.25,83,18496.111,313416.306985986,1000
1,0.2,0.25,84,18619.05,283332.792292292,1000
1,0.2,0.25,85,18736.508,263994.340276276,1000
1,0.2,0.25,86,18847.228,245334.326342342,1000
1,0.2,0.25,87,18949.628,225798.522138138,1000
1,0.2,0.25,88,19048.116,208815.922466466,1000
1,0.2,0.25,89,19136.184,196155.233377377,1000
1,0.2,0.25,90,19215.206,181555.773337337,1000
1,0.2,0.25,91,19289.932,164598.149525526,1000
1,0.2,0.25,92,19360.419,155308.628067067,1000
1,0.2,0.25,93,19425.113,145516.861092092,1000
1,0.2,0.25,94,19480.067,138228.416927928,1000
1,0.2,0.25,95,19532.707,133813.694845846,1000
1,0.2,0.25,96,19576.726,130824.769693694,1000
1,0.2,0.25,97,19615.577,122391.231302302,1000
1,0.2,0.25,98,19649.857,119979.772323323,1000
1,0.2,0.25,99,19684.775,116983.453828829,1000
1,0.2,0.25,100,19710.349,115282.433632633,1000
1,0.2,0.75,0,20000,0,1000
1,0.2,0.75,1,3779.731,25653.319958959,1000
1,0.2,0.75,2,1938.163,20061.620051051,1000
1,0.2,0.75,3,1498.901,24981.5407397397,1000
1,0.2,0.75,4,1505.365,40948.256031031,1000
1,0.2,0.75,5,1790.219,81805.983022022,1000
1,0.2,0.75,6,2366.166,171859.377821822,1000
1,0.2,0.75,7,3338.724,377676.372196196,1000
1,0.2,0.75,8,4834.499,777016.618617618,1000
1,0.2,0.75,9,6937.834,1374551.37381782,1000
1,0.2,0.75,10,9600.577,1951500.75682783,1000
1,0.2,0.75,11,12500.532,2047655.05803403,1000
1,0.2,0.75,12,15135.201,1491901.52612513,1000
1,0.2,0.75,13,17131.371,803044.569928929,1000
1,0.2,0.75,14,18376.299,406837.955554555,1000
1,0.2,0.75,15,19107.713,236970.12875976,1000
1,0.2,0.75,16,19489.845,185996.229204204,1000
1,0.2,0.75,17,19710.673,166214.118189189,1000
1,0.2,0.75,18,19808.694,171277.710074074,1000
1,0.2,0.75,19,19877.119,166390.327166166,1000
1,0.2,0.75,20,19908.903,153155.06865966,1000
1,0.2,0.75,21,19945.608,149929.555891892,1000
1,0.2,0.75,22,19956.179,142453.420379379,1000
1,0.2,0.75,23,19966.696,161577.689273273,1000
1,0.2,0.75,24,19972.061,151216.715994995,1000
1,0.2,0.75,25,19970.838,161562.762518519,1000
1,0.2,0.75,26,19985.519,171402.680319319,1000
1,0.2,0.75,27,20009.36,171574.134534535,1000
1,0.2,0.75,28,20006.261,168570.929808809,1000
1,0.2,0.75,29,19983.659,156719.304023023,1000
1,0.2,0.75,30,19994.53,141542.667767768,1000
1,0.2,0.75,31,19972.995,139822.45543043,1000
1,0.2,0.75,32,19981.852,153310.350446446,1000
1,0.2,0.75,33,19980.817,163073.761272272,1000
1,0.2,0.75,34,20004.125,161697.747122122,1000
1,0.2,0.75,35,20003.081,166461.245684685,1000
1,0.2,0.75,36,20000.492,159685.70363964,1000
1,0.2,0.75,37,19993.596,154212.987771772,1000
1,0.2,0.75,38,19990.533,161184.241152152,1000
1,0.2,0.75,39,19995.64,148588.064464464,1000
1,0.2,0.75,40,20007.053,158312.068259259,1000
1,0.2,0.75,41,20002.97,155926.353453453,1000
1,0.2,0.75,42,20021.163,154853.439870871,1000
1,0.2,0.75,43,19994.019,150394.326965966,1000
1,0.2,0.75,44,20003.526,158265.897221221,1000
1,0.2,0.75,45,20009.045,152284.615590591,1000
1,0.2,0.75,46,19983.962,155948.797353353,1000
1,0.2,0.75,47,19982.375,154554.51488989,1000
1,0.2,0.75,48,20000.314,163607.675079079,1000
1,0.2,0.75,49,19998.577,155237.171242242,1000
1,0.2,0.75,50,19988.375,149663.728103103,1000
1,0.2,0.75,51,19987.557,165853.368119119,1000
1,0.2,0.75,52,19997.342,165387.770806807,1000
1,0.2,0.75,53,20002.353,161479.095486486,1000
1,0.2,0.75,54,19993.423,154207.495566567,1000
1,0.2,0.75,55,19988.19,154149.137037037,1000
1,0.2,0.75,56,20008.816,156326.500644645,1000
1,0.2,0.75,57,19990.07,151876.84994995,1000
1,0.2,0.75,58,19998.723,165772.156427427,1000
1,0.2,0.75,59,20010.887,155357.001232232,1000
1,0.2,0.75,60,19989.491,146283.363282282,1000
1,0.2,0.75,61,19977.393,162326.733284284,1000
1,0.2,0.75,62,19992.825,146878.338713714,1000
1,0.2,0.75,63,19996.643,151891.386937938,1000
1,0.2,0.75,64,19990.238,163297.216572573,1000
1,0.2,0.75,65,19991.133,172535.360671672,1000
1,0.2,0.75,66,19998.273,170314.510981982,1000
1,0.2,0.75,67,19989.044,175769.47553954,1000
1,0.2,0.75,68,19982.996,157956.682666667,1000
1,0.2,0.75,69,19993.1,160473.683683684,1000
1,0.2,0.75,70,19995.35,159344.58008008,1000
1,0.2,0.75,71,19970.662,155980.60436036,1000
1,0.2,0.75,72,20003.816,161025.161305305,1000
1,0.2,0.75,73,19993.036,164233.618322322,1000
1,0.2,0.75,74,19999.74,158227.353753754,1000
1,0.2,0.75,75,19998.481,151828.388027027,1000
1,0.2,0.75,76,19989.816,159299.66580981,1000
1,0.2,0.75,77,19995.825,155495.730105105,1000
1,0.2,0.75,78,19975.61,142089.161061061,1000
1,0.2,0.75,79,20009.381,151632.91074975,1000
1,0.2,0.75,80,19987.418,170956.597873874,1000
1,0.2,0.75,81,19997.713,171937.826457457,1000
1,0.2,0.75,82,19979.194,166585.89626026,1000
1,0.2,0.75,83,19975.937,166119.942973974,1000
1,0.2,0.75,84,19976.394,157269.482246246,1000
1,0.2,0.75,85,19991.763,160774.353184184,1000
1,0.2,0.75,86,19995.239,148433.345224224,1000
1,0.2,0.75,87,19996.1,157552.958958959,1000
1,0.2,0.75,88,20005.059,158230.808327327,1000
1,0.2,0.75,89,19990.664,158182.077181181,1000
1,0.2,0.75,90,19980.049,153516.665264264,1000
1,0.2,0.75,91,20002.818,165439.864740741,1000
1,0.2,0.75,92,19999.251,165504.586585586,1000
1,0.2,0.75,93,20016.554,153445.378462462,1000
1,0.2,0.75,94,19997.735,150547.522297297,1000
1,0.2,0.75,95,20000.885,143155.879654655,1000
1,0.2,0.75,96,20009.444,148335.099963964,1000
1,0.2,0.75,97,20011.597,147513.526117117,1000
1,0.2,0.75,98,20005.417,151845.560671672,1000
1,0.2,0.75,99,19996.422,155625.093009009,1000
1,0.2,0.75,100,19999.328,169809.642058058,1000
1,0.2,0.964285714285714,0,20000,0,1000
1,0.2,0.964285714285714,1,3756.363,203338.167398398,1000
1,0.2,0.964285714285714,2,2495.955,218466.5255005,1000
1,0.2,0.964285714285714,3,2519.391,408044.746865866,1000
1,0.2,0.964285714285714,4,3270.091,935027.732451451,1000
1,0.2,0.964285714285714,5,4788.297,2193453.59038138,1000
1,0.2,0.964285714285714,6,7327.2,4737040.56056056,1000
1,0.2,0.964285714285714,7,10663.195,7064611.4223974,1000
1,0.2,0.964285714285714,8,14042.129,6545027.82618519,1000
1,0.2,0.964285714285714,9,16594.671,3855347.98274174,1000
1,0.2,0.964285714285714,10,17992.086,2024262.76136537,1000
1,0.2,0.964285714285714,11,18762.37,1431558.34744745,1000
1,0.2,0.964285714285714,12,19135.003,1177564.45945045,1000
1,0.2,0.964285714285714,13,19459.017,1118391.60831932,1000
1,0.2,0.964285714285714,14,19530.786,1099357.08528929,1000
1,0.2,0.964285714285714,15,19677.973,1076115.27354454,1000
1,0.2,0.964285714285714,16,19779.325,1105114.87224725,1000
1,0.2,0.964285714285714,17,19869.71,1074430.02992993,1000
1,0.2,0.964285714285714,18,19907.397,1041990.45784885,1000
1,0.2,0.964285714285714,19,19883.582,1112263.86113714,1000
1,0.2,0.964285714285714,20,19913.565,1081470.87064565,1000
1,0.2,0.964285714285714,21,19884.175,1117843.17354855,1000
1,0.2,0.964285714285714,22,19934.084,1087631.92086486,1000
1,0.2,0.964285714285714,23,19883.814,1114961.1005045,1000
1,0.2,0.964285714285714,24,19991.327,1099624.72279379,1000
1,0.2,0.964285714285714,25,20014.777,1056593.25652753,1000
1,0.2,0.964285714285714,26,19975.723,1127831.01528629,1000
1,0.2,0.964285714285714,27,19965.24,1125343.76216216,1000
1,0.2,0.964285714285714,28,19953.62,1129117.39099099,1000
1,0.2,0.964285714285714,29,19988.377,1171320.31518619,1000
1,0.2,0.964285714285714,30,20009.183,1137402.89640741,1000
1,0.2,0.964285714285714,31,19984.748,1138211.47797397,1000
1,0.2,0.964285714285714,32,19969.277,1084220.65892993,1000
1,0.2,0.964285714285714,33,19996.001,1139711.26426326,1000
1,0.2,0.964285714285714,34,19990.352,1150889.49759359,1000
1,0.2,0.964285714285714,35,19953.417,1160218.72783884,1000
1,0.2,0.964285714285714,36,19930.052,1148712.01731331,1000
1,0.2,0.964285714285714,37,19998.737,1078075.55338438,1000
1,0.2,0.964285714285714,38,19950.449,1126415.68508408,1000
